title,rating,body
Buy Samsung M12 at you privacy risk,3.0,"The mobile comes with lots of bloatware. Needs to be trimmed. Also the contact list is not easy to use when a name has more than 1 contact. Most importantly, searching thru various notifications is difficilt. Privacy is at risk because the pictures keep changing everytime one presses the power button to start - which means all our actions are being recorded somewhere.I do not use thw Fingerprint reader but still it is asking to rate. So gave 1 star raring."
AVERAGE!!,4.0,"The Camera is not good it feels like a 13 MP not 48MP the battery life is normal it will last 1 day easily and will charge the full battery in 3hrs but the phone is heavy more than 2000 grams and I have also tried COD Mobile in medium setting the 90hz refresh rate help in gaming and the overall gaming experience is fine. I would suggest you to go for this phone if you are only a normal user, it is not made for heavy gaming"
Average phone at this range,2.0,"Average phone at this range, phone gets hanged while using some basic apps. Battery life is ok doesn't seem like 6000mah which makes phone heavy , camera quality is average. Only best thing  about the phone is its look.All together I feel you can get a better phone at this price"
awesome phone thnaks amezone,5.0,i love samsung ab jab redme ke hi parige me samsung mil raha haj to zabardsti ka add wala phone lene ka kya faida samsung lo
Budgeted phone with good quality features.,5.0,"This review is after using phone for 1 week.Likes-Under 10k budget  this phone is very good to use, it's having  almost features like a 14-15k phone,camera quality is also good.My usage of phone is more would say whole day so by the EOD I left with 20-30%batteryDislikes-what I was in need of I dint get that is Wifi-calling option in this phone.Main drawback is if battery reaches below 40- 50 it takes really long time to get fully charged up."
Value for money Mobile,3.0,"I am using this for more than a month as of now ....This is a very good Product at the price which Samsung is selling. It says it is MADE IN INDIA.I really like the Battery Backup for me it is lasting for more than 30 hours with moderate uses. Like ( Youtube ,  calling and Hotspot uses)COns : -It is Bulking and feels heavy in pocketFinger print scanner is not up to the mark .. some times it is unable to unlock ."
असंतोषजनक,1.0,इस फोन में कई कमियां है जैसे इसकी नोटिफिकेशन ट्यून बंद करने पर भी नोटिफिकेशन आने पर बजती है।इसको चार्ज़िंग पर लगाने और फोन के चार्ज होने का कोई भी संकेत नहीं मिलता है।नोटिफिकेशन से सम्बंधित प्रकाश संकेत इसमे उपलब्ध नहीं है जिससे स्क्रीन लॉक होने पर नोटिफिकेशन की जानकारी नहीं हो पाती है।भार में भी ये अन्य फोनो से काफी ज्यादा है।कैमरा तो चार चार है पर पिक्चर की गुणवत्ता संतोषजनक नहीं है।वाई फाई की रेंज बहुत ही कम है एक दीवार के बाद डाउनलोड की स्पीड अत्यंत कम हो जाती।
Bakwaas phone samsung M12,1.0,Mere life ka sabse khrab anubhavMai aap Sab se kahunga is samsung M12 mobile ko kabhi mat lena ... Galti se bhi mat lenaDisplay ..... Bahut bahut kharabSpeed ......... Bahut bahut kharabCamera ........ Bahut bahut kharabBattery ....... Bahut bahut kharabFingerprint Reader ........ BakwasMobile charger .......... Bakwas bahut slowerPhone ke quality........ BakwasWeight........... Bahut jada
Worst front camera quality,3.0,Please dont buy if u r expecting good camera quality in this phone...i mean its below below below average...not at all good...Overall phone is good in this range but expected a lot better from samsung.. this mobile should be sold in 7k not more than that...
"best phone, inalmost every way.",5.0,"The camera is very excellent, better than every single phone in this budget and even higher.Battery is best!!!!!, its battery is THE BEST BATTERY, it works for 3 to 4 days - even though i use it for big tasks like running games and etc.Screen is as good as Iphone's, screen works very fast, refresh rate is V GOOD.never lagged, very good proccessor."
Best phone under 10k,5.0,It's a complete package at such an attractive price. Blue color looks amazing and camera quality is good. Monster battery of 6000 mAh is good for 2 days of normal use. Overall really happy.
"Wrost Product, Please  don't but this",1.0,"The product has so many issues,  I am adding experience by using it for  3 days .It has network  issueIt has hanging  problemIt has bettey issuesIt has problem with heatingMy overall rating is 1 out of 10 .Please  please  don't go for this phone"
Touch not responsive gotbstruck on setup screen .Didn't expected this thing from Samsung India.,1.0,"The media could not be loaded.
                




   Got struck on the setup screen due to touch is less responsive . Amazon  seller had delivered a malfuncted phone to me.Disappointed by Amazon atleast you should do quality check for the product your selling. Complete waste of time and waste of money.If there is option for negative star I will definitely give that also.Disappointed"
For slow user it is a good phone,3.0,"Camera ia average, but for decent activity this is really a good buy. Current 6gb varient is available for 10500 after applying offers is a great deal you can definitely buy it. But not for heavy users."
Battery was super...,4.0,"Everything is good, battery backup was fantastic,but few problems need to fix. one is more weight, and while using phone pay, Google pay, key pad was showing broken numbers... I don't understand why it is happening.Remaining all are good and best phone in thus price range..."
Nice product worth buying,5.0,"I ordered this product on 20 July 2021 and immediately it got delivered within a week on 29 July 2021.Mobile camera is good.Battery is betterPerformance and storage is goodOverall it's good mobile for normal android usersThis review is not for  users who play high end games (like ping, free fire etc) in mobile"
"Better battery, poor camera..",3.0,First impressions:Pros : 2 days battery life if internet is used constantly.RAM is enough to handle the heavy apps smoothly.Runs on latest Android version and Samsung UI.Cons:So so camera quality as compared to similar price range products.
Ok In This Budget.,4.0,"Overall in this budget the phone is ok.Primary camera is good, but doesn't seems to be true 48 mp. If you're a selfie lover then dont buy this phone, because the front camera is worst.Decent battery life, can lasts upto 1 and a half day with average use.Processor saw some improvements, asphalt 9 and call of duty is running alright but not smooth. 90 mhz screen is a pure lie by the samsung, the TFT display is poorly managed on the hardware. Fast charging is there."
Awesome performance,5.0,"I am so glad to say you that phone was delivered at fully boxed and wrapped around phone.As I using phone, the battery performing above my expectations.Camera is taking stunning pictures as I wish.Fingerprint sensor are working good but not like other.Screen touch also as smooth as the velvet touch.Phone is working at awesome speedy."
Mic Quality in video is extremely bad.,1.0,Mic Quality in video is extremely bad. Cannot explain how bad it is... I ordered 2 phones at my home... both of them have this same issue. Samsung needs to address this immediately. I don't want to talk about other features as this is budget phones. But never seen such a bad quality from this or lower price range.
"An ""also ran"" phone.",2.0,"Nothing extra ordinary about this phone. There are much better options in this price range.The battery is definitely good, and lasts more than a full day.However on the down side, the phone is very heavy, camera is ordinary and it feels sluggish to use."
"For this price, it is a good phone.",4.0,"For this price, it is a good phone. Bit heavy but battery life is good so can't complain there. Camera is okay.. not so great. If you are looking for a good camera then u might not want this phone. Rest it is a good phone."
Good phone but cheap plastic. Back panel vibrates on phone.,3.0,"3 months use review - no voice recording tool, no screen video capture tool, it's usually available on any cheap phone. Samsung says these are available on higher end models, who is a snob?Given 3 stars overall just because of the plastic at the back, during the call it vibrates  cheap plastic casing otherwise phone works fine. Other phones cheaper than this have better casing but then...."
"good one, not a great one",4.0,"got this ph @9999 in offer. the touch, sensor are really bad. especially face recognition, which never recognizes me.application opening, processor speed with min 5 applications and battery life are good"
Good phone in this price range . Better than Chinese phones,5.0,"Nice product from samsung . I purchased it a few weeks back from Amazon with nice offer and exchange offer . Phone is great for daily routine task . I am using banking with Knox security and never felt any disappointments regarding this.It is not for gaming purpose . It's a value for  money ,good battery life , nice big screen , moderate camera for daily purpose.  Overall it's 5 out of 5 from my side.I wold like to say thanks to Amazon to give a reliable service ."
Good purchase at this price.,4.0,"It feels good in hand.Screen is not very impressive  as advertised.Battery life is good.Main Camera is average. Front camera is good.It is easily handling both my personal and work environments. I don't see any lag.Over all, it is a very good purchase at this price.PS : not able to find a good back cover as most of the available ones are manufactured for galaxy A12. They fits to M12 but feels like not perfect."
Worth buying. Value for money,5.0,This phone is having all good features and it's finger print reader and face recognizing is working super.Sound and battery  life is goodCamera superAnd all other phone feature are compare to 30k+ ir provided in thisA big thanks to Samsung...loving it.
Best device under 10k segment from SAMSUNG.,5.0,Display is HD+ with TFT panel but it doesn't feel like TFT rather it feels IPS LCD HD+ panel! Good move Samsung! But other brands providing IPS LCD FHD+ 90hz in this 12k segment from Other brands! But initially it's good.
Excellent All rounder,5.0,"1 month since I bought it, excellent all rounder. Great performance, fast, nice camera for d price.Battery is too good, easily lasts 2 days with medium usage.I don't play games, so can't comment on Game performance.Camera is not d best, but for this price, I didn't expect much. Daylight pictures are really great. Video quality is also good."
Battery Backup is awesome. Straight 2 days for only calls.,5.0,I liked the battery backup of the phone and performance is so far good as it is being used by my parents. BEST phone for parents. Takes 2 hours to go from 0-100%. And please don't buy this phone if you are photogenic or require gaming efficiency
"Phone is best,but ....",4.0,"Mobile is nice5 star in Battery Life5 star in other specs4 star in camera3.5 star in optimization.The optimization is bad due to OneUI. Samsung hasn't made a good UI. It is not optimised. The camera is better,but it don't have more modes while it's competitor Redmi 9 Power have nice camera modes. This mobile is best in all types just the Camera and OneUI is not good"
This one really affordable and great facilities.,5.0,I used in and really the feelings was great. It is smooth no hang or down occours. Storage and new camera facility was just good and little bit mora upgarde to the camera needed I think 'Slow motion operation '. Over experience was great. You all have to try it once. For gamers it may little not good as the processor is getting some lapse while using heavy games.My experience was best because with this amount the mobile provides a lot.
Average experience,3.0,"At this price, I expect atleast a little better phone. First of all, the processor is slow and lagging. The camera quality is very bad. I mean ""very"" bad so think about what are the essential things you definitely need before buying. Battery life is fine. Look is average because its quite thick than other models. Overall, I think its okay for general purposes but not a good phone to have."
Dull display images. Does not show true colours,2.0,I bought the phone yesterday. There is a problem with the display and image quality view in this phone. Images appers yellowish and dull. I am thinking of returing the phone.
Value for money,4.0,"I think this product is not bad. Those who don't want to take a lot of selfi but want to use Phone for call, to listen music and to watch videos - they can try this M12 .Yes Phone looks slightly heavy but overall good in this price range"
Warranty issue,3.0,I have purchased a samsung M12 mobile and 6 months free screen replacement warranty added for prime member at that I am also prime member so this benefit added.After 2 week mobile was Fall down and screen was damaged.So I went to samsung service center and claim the warranty but my mobile insurance plan was not activated so you will be bay and change the screen.Last 25 days I am try to activate my plan but problem was solved upto date.So please solve the problem quickly
Not value for money,2.0,Bad in charging ( not a fast charging  phone take 4 to5 hours for charging)Also battery back is not good enough  drained in 8 hours similar as my earlier  phone .Screen display also not up to mark. ( pixels  are average)Sound quality  in both speakers is bad ( voice clarity  not good)Also phone is slow while operating ( taking pause while using)There are  good option other brands at similar  prices
Useless Service from Amazon,1.0,I always think 10times before I order anything expensive from Amazon because I have got a bad product. But this time dont know why I didn't give a thought. This model of Samsung M12 was available in Amazon only and guess what I received manufacturing defective piece. Seems like Amazon is pleasing customers by making things available in advance which turn out to be defective. Samsung also does not take responsibility of replaceling their defective piece with a new one.
Bluetooth connectivity issue in Samsung M12 mobile and it also not supports 5G.,2.0,There is a Bluetooth connectivity issue in Samsung M12 mobile and it also not supports 5G. Big drawback for this product. I never expected from Samsung that this type of issue will come with phone. I don't know why bluetooth is not supporting to all device. Please provide the Bluetooth connectivity solutions.
Delivers for the price range but please don't compare it with Samsung's high end offerings,5.0,"Haven't used it for too long but from the current usage these are the observations1. Battery life is good,  used it to stream movies and music but still worked out fine.2. Camera is ok, again based on specs for the price range.3. Would have liked better packaging and a back cover atleast."
If you're not a selfie person I would recommend this.,4.0,In this price range for the moment one of the best deals. 6000mAh battery really does the job. Fingerprint reader is sensitive but if you using mobile with cover it becomes difficult due to its position. Camera not great not terrible. Touch sensitivity is not that great sometimes it slides when I want to open an app but not that major problem. If you want something with high battery and RAM and storage this is the mobile.
"Not even 6 months , display lost , worst phone ever",1.0,"Brought this phone in Apr 2021 , kept it for charging when the battery was down and after after hours the display was gone . Don’t suggest anyone to buy this phone ."
Excellent Mobile & looks Slim and Stylish,5.0,I've been using this for some days now and I have to say it's been great. The phone is really sleek and screen resolution is very good. Camera is excellent in Good lighting... Under poor light or night time it may not do so well. Phone is really beautiful though.
Not up to mark,1.0,"6Gb,128 GB phone was much slow than my old phone of 2Gb, 32Gb.Don't go by specifications only, performance not matching for this model.Thanks to Amazon for returning the product."
Gaming performance is low,4.0,"The media could not be loaded.
                




   Gaming wise very poor"
decent budget friendly phone with decent above average camera,4.0,"Uhh...the fingerprint scanner is good but i am not a fan of side mounted fingerprint scanner....so thats why the 4 stars... otherwise, everything is fine looking at the price.... though the phone is a bit heavy and bulkier than my other phones."
Great budget phone,4.0,"Overall it's the best phone for the price range. Battery life is a blast, sometimes I can go without charging for 2 days on a 2-3 hour screen time. If you start the day at 100, after heavy use you will still be left with the battery at the end of the day.The camera is pretty good too, but not great. I'd say a 4/5 for the camera.The phone is kinda heavy if you are not used to heavy phones then take care for the first 1-2 weeks."
A total package with limitations,4.0,"At this cost, this phone is awesome. Camera, Screen, Battery everything is awesome. However, on careful inspection some sensors are missing when compared to Xiaomi and other Chinese brands."
"Does not support higher WiFi band width 5.0 Ghz, so users won't get higher Wifi speed",1.0,"There is no option for WIFI 5.0 Ghz in this phone. Now-a-days almost all of us have dual band Wifi router in our homes/offices. But this phone will only work with lower speed and lower bandwidth 2.4 Ghz. It cannot detect the higher bandwidth 5.0 Ghz, so you won't get higher Wifi speed"
Best 4gb Ram phone,5.0,Pros..Battery stays more than a day at a full recharge.. (Usage : medium)New sensors for motion gestures..Viewing angles nice.Camera - decentCons:Slightly thicker nd weigher..After two days it wasn't noticeable...Verdict: Go for it..
UI Totally waste.,2.0,Worst UI experience from samsung.1. Basic app lock setting missing.2. Data disconnected while in a call.3. While using Amazon custome care chat keyboard hide the typed content.4. SMS selects the recent caller option missing.5. You can't off the alarm for one particular day. You have to off then on the alarm again.5. Unnecessary samsung apps occupy the space which you not even open in your lifetime.
Phone worth every penny!!!,4.0,"Since, my colleague is using this phone for the past 20 days, he is extremely satisfied with the product (be its battery life, camera quality or display). The thing which he miss is the Samsung Earphone/headphones which should have been provided with it (thus cutting one star for this). Else everything is okay."
Good phone for user with less speed requirements.,3.0,A phone working good with all app except high end gaming app or some high processor occupied apps. Phone get switched off automatically on high processor usage when multi app functioning. Good at 8.5k price.Camera quality very good without zoom. Very bad with full zoom. Same with selfi cam.Networking : zero problems till now.Rest is good till now in last 1 month from i bought.
Mobile for parents,4.0,Good bettry life so mobile is bit heavy.Not a best camara but fine in this range and its not 48MP totally fake.Overall good for parents who needs bettry life and not photoholic.
"Google pay ,phone pay are not compatible  with this phone",2.0,"Fingerprint reader not worked properlyIf you unlock  you device 10 times its perfectly  work only 6 times*PHONE PAY* GOOGLE  PAY * NOT WORKING IN THIS DEVICE ,WHEN YOU ENTER  PASSWORD  ITS OVERLAPPED, YOU ARE NOT ABLE TO SEE WHAT ARE YOU ENTEREDI PURCHASE M12 IN APPROX 25 SEPTEMBER  AND WITH IN 2 WEEKS PRICE DOWN BY 2000RS ,ITS SHOWS THAT PRODUCT IS TOTALLY  FLOPED NOW SAMSUNG  JUST CLEARED THE STOCK."
Budgeted phone,4.0,Camera quality good but photo click krne me time bahut lagta.... what's app pr 1 sath 2 camera photo send nhi hoti....10 photos send krni hai(camera wali) to 1 -1 krke hi send krni hogi...battery life super se uper....jb ko mere mobile me na to memory card na hi koi Jada phone data...Phil bhi camera slow.song full volume pr 1dm se high ho Jata hai jb ki 1 point km Kate hi sunai hi nhi deta
"Good Storage and Camera, Disspoint WLAN No 5 GHZ and frequent Network drop",3.0,"I had purchased M31 and wanted to get a second phone, so got this.Latest OS , Good RAM and internal storage,disappointing  its released in Feb-2021, but didn't provide a 5 ghz WLAN connectivity (my mistake based on M31 thought this will also be available based on release date), also the Network signal gets lost very often.Though it can be expanded to 1TB, would recommend spend an additional INR 4-5K and get M31.Couldn't return."
Worst phone . Amazon please return this phone .,1.0,Very poor quality phone. Camera and display quality is very poor. Poor than even 2 mega pixels camera.Display quality is worsed . Totally use less product.Doesn't meet any quality as advertised by samsung. .I don't want to give even 1 star to this phone.This is worst product of samsung.I want to return this phone.Amazon please return this phone
Well done Samsung,4.0,"Complete package, truly it's a Monster Reloaded. Everything from Camera to Speed to Interface is perfect. Only negative thing is that it's bit thick & heavy. It's a Made in India Product."
Good Phone.,5.0,"Light weight, lovely colour.UI is good.Camera settings had to be changed as the default picture quality was set to 5MP. After a software update, I could change it to the right MP."
screen replacement issue's solution,4.0,"6 months screen replacement for prime means, third party is providing replacement for prime members only within a certain prime day offer period.In case anyone want replacement, have to contact or raise a request through for replacement. Third party will do the needful accordingly."
"Never ever buy samsung, within six months, its dead and now at service center",1.0,"Within six months its dead, never ever buy samsung mobile, sorry I never expected this from samsung, it's rebooted again and again, all please avoid samsung they didn't do R&D properly"
Junk Phone,1.0,"Their is no negative rating option, so i have to give 1 rating to this junk phone.  DON'T BUY this device, after 5 day only its screen become blank tried all possible trouble shooting available online, but this junk phone didn't recover. Finally i have to go to service centre and from their also pathetic response i have to visit 3 different service centre to get this repair. Didn't except such a pathetic product from Samsung."
What is the performance of the phone,4.0,"Nice product! I like it so much, battery life is too good I do not drain more the 50% of battery after heavy usage. Camera quality is good, processor is so amazing for day to day usage, fingerprint works pretty well, charing speed is normal. Overall, nice product for day to day usage. And thanks flipkart for so delivery very! I ordered it on 18/03/2021 and get it one 20/03/2021! Thanks flipkart again for fast delivery and a value for money and budget phone in only 11,000 rupees"
Every bit worthy .... Awesome...,5.0,"The fingerprint sensor is very fast... 90hz display quality is good smooth touch and nice colour production. Battery backup is awesome can play games specially PUBG in HD  easily without lag ,but the portrait sensor is not so impressive, it's just somewhat good. 48mp and other lenses are also awesome ,they capture really impressive images....Overall the mobile is very good . If you have lower budget and about a trustworthy brand , then go for it."
I got Display problem after 1.5 month.,1.0,Even YouTube videos are running screen getting turned off automatically and sound goes normal. This problem is happening unevenly. I have used very gently as it new device and I facing this problem. Please don't waste your money here .be careful with what you are getting
Value for money only if the fast changing was there,3.0,"100% battery charging takes 3hrs of time were slow changing but the battery life is wow it's super, camera quality is super it's just been 3days if any other issues I will update my review in future."
"Great smartphone, value for money",5.0,"So impressed with the battery backup, and display is good with a great refresh rate, value for money product, that too in a great price. Using this phone along with my S21 Ultra,but still i love this."
Monster,4.0,"Battery backup super,Camera quality well... But the macro option worst... Selfi just low quality..Processing speed good...some specification are like to 6000rs mobile phone...Face lock, fingerprint lock are very quickly working...Overall it is monster..."
Samsung mobile is best,5.0,Best mobile
An awesome budget mobile,5.0,I am using this mobile for more than 3 monthsEverything is perfect for this priceAn awesome budget mobileIt can run all the games on high settings at 60fps I have played call of duty free fire and bgmi of max settings with 60fpsVery good mobile
Very much disappointed with WiFi signal catch in Samsung M12 ☹️☹️☹️☹️,1.0,"Except WiFi network connectivity, others things are good.This phone & other company phone kept side by side for testing WiFi signal catch,,,,,,, other company phone WiFi signal connect very fast all time........... but this Samsung M12 failed maximum & maximum & maximum time to catch WiFi signalVery much disappointed with Samsung M12 ☹️☹️☹️☹️"
pathetic buying,2.0,"Amazon didn't allow to write a review until they sold most of the stock, something very fishy.Heating problem. It doesn't work with 5.0GHz WiFi frequency. 2.4GHz is very old school.Camera quality is pathetic (both front and back). Forget about 48MP, pictures are all blur, poorer than a 4MP one."
पैसे की बर्बादी है ये मोबाइल,2.0,घण्टा true 48 megapixel कैमरा है !!!🔔🔔🔔🔔कैमरे की क्वालिटी 2G के समय जो चाइना फोन आते थे उसके 2 mp के जैसी है ।फोन में दमदार बैटरी के अलावा कुछ भी नही है ।इस प्राइस रेंज में दूसरे मोबाइल इससे ज्यादा फीचर और अच्छी क्वालिटी में मिल जाते है ।पता नही क्यो अमेज़ॉन कस्टमर रिव्यू में ज्यादातर लोगों ने 1 स्टार दिया है फिर भी अमेज़न इसको ओवरऑल 4.5 स्टार क्यो दिखाता है !!
"I ordered the mobile , and the additional apps choices should be mine.",5.0,"The mobile is good. When the users switches on the mobile for the first time. it finds it too hard to answer all the preloaded questions or confusions.I ordered the mobile , I am going to use the mobile and the additional apps choices should be mine. Numerous un-necessary additional apps are preloaded. I was forced to un-install all the additional apps that was preloaded un-necessarily."
Horrible Camera,1.0,"Very Horrible Camera , was totally disappointed with the camera , very poor camera and bad service by Amazon. which made my life miserable in exchanging this product. I have bought many mobiles earlier and now i will not buy from this site as exchange replacement is very difficult."
Not as expected,2.0,"Think twice before you buy the same. Redmi/Realme phones offers much better specs in this price bracket.Samsung mobile having Exynos processor is known for its lagging performance when compared with those having much lower spec SnapDragon processors. Here same case with M12 also.The only reason for which I recommend M12 is, It comes with Android 11 out of the box and latest One UI also it's built quality."
Voice issues in device,1.0,"within 5 months of purchasing there is voice issues in mobile. Not able to hear talk from other side suddenly and need to switch off and on mobile frequently, after switching on the mobile there wont be any voice issues for couple of hours but again the issue will arise after some time, after restarting the device, again for some this issue will get resolved. Currently restarting the device min for 10 times in a day."
Best buy,5.0,"Wonderful purchase. I got it for 9499. Amazing budget phone, camera is decent and touch sensitivity is good. Battery life is good but it starts to slow down with usage.There is not lagging yet. Fingerprint is prompt in action, but they need to work on the face unlock.If you have a normal usage, with no gaming, this phone is for you. Its a steal deal!!!"
Product was good but!!!,1.0,"The phone is good.Best for daily use, but if you will play heavy games you may face problem.Camera and built quality is also good.The main problem is with the delivery,The phone was broken and when I complained about it they said we can not do anything,Now I am using a broken phone without any of my fault.0 Star for Amazon!!!If you want to buy any product online don't consider Amazon."
Very Happy,5.0,"It's very prior to review because I got it one week before. But, I fully satisfied with Samsung galaxy M12. I am Very Happy for this purchase. This was value for money deal for me.  Thank you Amazon 😊💓☺💗💛💖😊💓Thank you Samsung 😊💓☺💗💛💖😊💓☺💗"
Best Phone from samsung in this range.,5.0,"Go for this if you want samsung brand and trust.Don't waste your money on chinese phones, samsung nis far better than other brands..Also In this you will get One UI core version but samsung doing amazing job with it's UI and implementation..Battery life is awesome..Recommended phone.."
very poor camera and display,1.0,camera quality is very poor and we cannot watch videos in HD(1080) quality.. and upto the mark..
SUPPER GOOD !!,5.0,"FINGERPRINT SENSOR IS REALLY GOOD IT READS AND UNLOCKS IN LESS THAN A SECOND AND THE PROCESSOR USED HERE IS AS EQUIVALENT TO SNAPDRAGON 662 , 660 SOMEWHEREIF YOU ARE PLAYING PUBG IT GIVES HD+HIGH ,SMOOTH + ULTRA ,OVERALL THIS PHONE IS GOOD FOR DAILY USAGE AND GAMING BUT IT HAS A 8MP POOR FRONT CAMERA SENSOR IF YOU DONT USE YOUR CAMERA MUCH THIS PHONE IS FOR YOU !"
Awesome Phone,5.0,"Received the phone on time as promised. The battery backup is just fabulous - 6000 mAh definitely the power backup requirement that every phone needs. Easy to use phone, but some apps are pre loaded which can be deleted if not using. But definitely way ahead than all the other chinese brands. With 6Gb RAM, using the phone is as smooth as silk. I would recommend this phone with the 6GB / 128GB config to others."
Disgusting phone,1.0,Samsung is really worst company.many time I unable to receive the phone calls.I will never buy Samsung phones anymore. I don't know why they forcefully added their apps in the phone and you can't remove them.
Value for money,4.0,"I bought this mobile for my mothershe doesnt use much apps , mostly Youtube, insta, wastapp, music , facebook.Cant comment how this mobile performs for GamesOveral nice looking , robust mobile, good processor, camera is also good, charging last upto 2days normal usage"
Very low quality from Samsung,2.0,Fingerprint scanner is too slowTouchscreen doesn't respond 5/10 timesNeed to long press many times to get responseNetwork issue..This is review after using this phone for 5 days.Totally disappointed.
Good Mobile within its price range,5.0,"Bought the Samsung M12. Good purchase. Worth the price.Likes:1. Exceptional Battery backup2. Fast processing for Game Play3. Good Display clarity4. Very responsive Biometric sensors, especially Face RecognitionNot so Good Camera clarity especially during night time in artifical light. Also, the speaker sound could have been louder."
Not bad for the given price,4.0,"I bought the phone the 6GB ram version and have been using it for three days now. Tge functions are smooth and the camera and screesize are great for the prize. It also gets fully charged in an hour. Will review again after a few more days. Can accomodate 2 sim cards plus a sd card simultaneously. Also the finish as the back is textured and matte, not glossy like it seems in the pictures."
"If you expect to use WIFI in 5GHz band at home , then Dont go for it; it supports only 2.4 GHz",4.0,"If you expect to use WIFI in 5GHz band at home , then Dont go for it; it supports only 2.4 GHz.  Really disappointed after got to know this. it was not highlighted specifically in the retail sites, info is available in Samsung site only.You cant full enjoy an internet speed at home, even if you have 5GHz band router"
Not got all items written here.,1.0,"It is written that""Whats in the box Handset, Ejection Pin, Manual, Data Cable and Travel Adaptor""I received only Mobile, Data Cable & Adaptor there is no handset Ejection pin manual warranty card and proper bill"
It's just amazing...loved it❤️,5.0,It's amazing!! It's really a monster reloaded version...works amazingly! Even the Amazon service was nice....it was not damaged when delivered..I has all new features...and is very satisfactory..just how android users need.. camera is nice too..n specially the cover it has got...is very grippy...the phn doesn't slip from hands😅
Its okay value for money at this price.,5.0,"Grt product at this price, bank offer also applied.Camera rating 2 starDisplay 2 starBattery & Performance 5 star.Over all good product at this price."
Sturdy and long lasting Mobile,5.0,"A sturdy phone with good battery and storage for rough and tough use. Camera is good with good quality front and back cameras. The 6.5"" dimension is very good for viewing videos. This at an affordable price makes it a paisa vasool mobile."
Not for pubg gammers,2.0,"I have bought this phone for my cousin, whenever he is editing videos or playing new indian version of pubg, phone is getting hang very much.Otherwise phone for normal use is good, not good for video editting and game lovers."
Okay!,3.0,Not much impressed with this product for this price.. Mobile is very bulky and fingerprint sensor is not much handy. Photo quality is just okay when I compare with redmi y3.
Phone is Extravagently cool and strong.,5.0,"Everything is very good som people said processor is not good but it's absolutely very epic it can handle any task also I didn't use it for gamingoyher than that video editing is great and battery can stand upto 2days if not use very hardly, it has a great battery , camera is fabulous also galaxy apps give u boost in every way hence this phone is very fabulous under 10K, Hence Proved."
Excellent phone at this price range!,4.0,Camera Quality is great with good processing speed and classy features. Only limitation is with the 5 GHz wifi connection. It only connects to 2.4 GHz wifi network.
was expecting more from a 6000mah battery,4.0,sometimes it lags camera quality is very good but not excellent compared to other phones in 20-30k range despite it having 4 cameras and battery life is good but for a 6000mah battery it shouldve had more battery life and it lags sometimes when calling and stuff overall a good device for the price got it for 8.5k on amazon
Battery Problem,1.0,"The mobile takes around 4 hours, and gets drained out in 2-3  hours (ONLY WiFi enable and NO GPS, NO Wif-Calling, NO Hotspot, NO Hotspot, NO Bluetooth) without any usage.Further, the Amazon replacement process is too lengthy and bad. You'll have to go through a technician home visit in the process."
Samsung M12 is a good handset but seems to be heavy. Finishing is awesome.,5.0,M12 build is good. Handset is little bit heavy. Camera quality is 50:50. Battery life is awesome. With Android 11 browsing is faster. Fingerprint on right side works well.
Missing Dual band Wifi,3.0,"Phone is just okay similar to m30, m31s. However this phone misses to have dual band wifi. Supports only 2.5 Ghz wifi band limiting the wifi speed. Unable to make of 5Ghz wifi for higher speed."
good proc,5.0,"* good proc* not heating much* fast* good storage* not slow after 2 months of usage (with a lot of old / transferred data and apps)* value for money* good sound (not great, but good)"
3mahine se toh ekdm shi chal ra hai,5.0,Sab kuch bhandia hai bs ek chiz samsung ki joh shuru se khrb hai ki thoda sa 2 3 week me 1 bar hang ho jata hi 1 2 sec k lie. Baki agar mobile ki bat kre toh thoda bhari v hai or mota v hai ek bar offline chala k dhekh lo fir online khreed lo.
average quality,3.0,very poor quality display
Exceeds expectations !!,5.0,"The new samsung m12 is really amazing,Has a side fingerprint reader and battery quality is good.The product was delivered early with proper care.The display is good and samsung has introduced a few new quirks into the UIVery good phone for the budget."
POOR CAMERA QUALITY & LONG CHARGING TIME,4.0,Battery  Performance  Long Lasting  But It Takes More Than Two & Half Hour To Complete Charge  So There  Is Nothing Like Fast Charging  (think self 15w charger for 6000mah battery) Camera Quality Poor As They Call It 48 Megapixel Camera But Actually It Don't Take Proper Zooming Shots (more u can guess self) And Rest All Features Are Best As My Own Understanding For Such Budget .
A great phone at great price..,4.0,"Real battery monster, good RAM & processor performance. At this budget, getting these 2 key features is a great deal. Camera quality may not be satisfactory but overall the phone is great. We cannot expect all top features at this price. Still the phone is a great product at this price."
Good value for money,4.0,"Good value for money. Bought it for my parents. Screen is large, so easy for them to use. However Samsung should think of making it lighter. Good build quality, good camera."
Sorry can't recommend in d Amazon platform,1.0,"The touch is awfully unresponsive..Ys without any protective glass, which fails as a touch device in the first place..in these days of loaded cameras, this is kind of ok. so is the battery. Samsung doesn't promise much on display but the bothersome unresponsive touch is a big downfall which overrides everything else about the phone."
If you want battery phone this is the best phone,4.0,Phone touch is smooth doesn't hang and heat battery life is best and charges fast problem with this phone is camera quality they say it's 48mp but it feels like 13mp fingerprint sensor onside is very inconvenient they must have placed it on the back and the phone is very heavy
