rating,cleaned_reviews,category,cleaned_reviews_1,polarity
4.0,mobil per expect surprisingli ear phone provid purchas shop includ,Positive,"['mobil', 'expect', 'surprisingli', 'ear', 'phone', 'provid', 'purchas', 'shop', 'includ']",0.0
4.0,dear help deskthi joel deepak order samsung galaxi mobil th april product ship th april receiv day mobil year warranti box accessori month warrantymi mobil work fabul charger head workingi cannot rais complaint fault that post review sectionpleas need replac servic charger joel deepak j,Positive,"['dear', 'help', 'deskthi', 'joel', 'deepak', 'order', 'samsung', 'galaxi', 'mobil', 'april', 'product', 'ship', 'april', 'receiv', 'day', 'mobil', 'year', 'warranti', 'box', 'accessori', 'month', 'warrantymi', 'mobil', 'work', 'fabul', 'charger', 'head', 'workingi', 'rais', 'complaint', 'fault', 'post', 'review', 'sectionpleas', 'need', 'replac', 'servic', 'charger', 'joel', 'deepak']",-0.3
1.0,phone hang sever time restart automat rais issu amazon custom care accord issu captur smartcheck app henc return replac total wast money,Negative,"['phone', 'hang', 'sever', 'time', 'restart', 'automat', 'rais', 'issu', 'amazon', 'custom', 'care', 'accord', 'issu', 'captur', 'smartcheck', 'app', 'henc', 'return', 'replac', 'total', 'wast', 'money']",0.0
5.0,display greatbatteri awesomecamera qualiti better chines handsetssamsung one ui coupl android experi superbb love itfingerprint reader face unlock work fastspeak loud alsoexyno chip underperform slightli compet consid samsung budget phone overal worth purchas,Positive,"['display', 'greatbatteri', 'awesomecamera', 'qualiti', 'well', 'chines', 'handsetssamsung', 'coupl', 'android', 'experi', 'superbb', 'love', 'itfingerprint', 'reader', 'face', 'unlock', 'work', 'fastspeak', 'loud', 'alsoexyno', 'chip', 'underperform', 'slightli', 'compet', 'consid', 'samsung', 'budget', 'phone', 'overal', 'worth', 'purchas']",0.35000000000000003
1.0,screen got blank day use time purchas sep amazon choic product today oct clear amazon choic tag use clear defect product support lucr offer cheat,Negative,"['screen', 'get', 'blank', 'day', 'use', 'time', 'purchas', 'sep', 'amazon', 'choic', 'product', 'today', 'oct', 'clear', 'amazon', 'choic', 'tag', 'use', 'clear', 'defect', 'product', 'support', 'lucr', 'offer', 'cheat']",0.06666666666666668
5.0,x sa k,Positive,[],0.0
2.0,sure good phonei bought work properli throw lot errorsmani time call go even full signal sometim call disconnect strang sound continu ring switch phoneif anyon idea pleas suggest,Negative,"['sure', 'good', 'phonei', 'buy', 'work', 'properli', 'throw', 'lot', 'errorsmani', 'time', 'signal', 'sometim', 'disconnect', 'strang', 'sound', 'continu', 'ring', 'switch', 'phoneif', 'anyon', 'idea', 'plea', 'suggest']",0.48749999999999993
1.0,media could load sold phone last month problem phone request pickup phone didnt pick call amazon custom care mani time frequent say pick next three day vain disappoint didnt phone money refund,Negative,"['medium', 'load', 'sell', 'phone', 'month', 'problem', 'phone', 'request', 'pickup', 'phone', 'pick', 'amazon', 'custom', 'care', 'mani', 'time', 'frequent', 'pick', 'day', 'vain', 'disappoint', 'phone', 'money', 'refund']",0.03333333333333333
5.0,phone good one use inch handi use balanc mah batteri give great batteri backup decent fast charger also good ui one ui overal good smartphon beat flagship phone,Positive,"['phone', 'good', 'use', 'inch', 'handi', 'use', 'balanc', 'mah', 'batteri', 'great', 'batteri', 'backup', 'decent', 'fast', 'charger', 'good', 'overal', 'good', 'smartphon', 'beat', 'flagship', 'phone']",0.5444444444444444
5.0,well question come dislik phone absolut noth proper handi phone allow well grip quad camera allow take full depth pictur enrich color take true tone photo finger print fast like thunder like touch finger open front batteri cool use could say powerbar phone make feel phone like bide wed night cool phone use recommend other,Positive,"['question', 'come', 'dislik', 'phone', 'absolut', 'noth', 'proper', 'handi', 'phone', 'allow', 'grip', 'quad', 'camera', 'allow', 'depth', 'pictur', 'enrich', 'color', 'true', 'tone', 'photo', 'finger', 'print', 'fast', 'like', 'thunder', 'like', 'touch', 'finger', 'open', 'batteri', 'cool', 'use', 'powerbar', 'phone', 'feel', 'phone', 'like', 'bide', 'night', 'cool', 'phone', 'use', 'recommend']",0.184375
4.0,noth found except littl bulki plastic back ordinari budget phone compar phone good ordinari use occasion game batteri easili last two daysi say get pay photo day light good upload photo low light around pmmovi netflix enjoy good sound colour,Positive,"['noth', 'find', 'littl', 'bulki', 'plastic', 'ordinari', 'budget', 'phone', 'compar', 'phone', 'good', 'ordinari', 'use', 'occasion', 'game', 'batteri', 'easili', 'daysi', 'pay', 'photo', 'day', 'light', 'good', 'upload', 'photo', 'low', 'light', 'pmmovi', 'netflix', 'enjoy', 'good', 'sound', 'colour']",0.29999999999999993
1.0,receiv product today mention box detail purchas box avail hand setmanu eject pinadopt box receiv hand set adopt receiv manual eject pin without eject pin put sim card mobil unhappi still check detail phone rate star bcoz issu first impress best impress seen happi,Negative,"['receiv', 'product', 'today', 'mention', 'box', 'detail', 'purchas', 'box', 'avail', 'hand', 'setmanu', 'eject', 'pinadopt', 'box', 'receiv', 'hand', 'set', 'adopt', 'receiv', 'manual', 'eject', 'pin', 'eject', 'pin', 'sim', 'card', 'mobil', 'unhappi', 'check', 'detail', 'phone', 'rate', 'star', 'bcoz', 'issu', 'impress', 'good', 'impress', 'see', 'happi']",0.625
5.0,go itgreat valu awesom product great servic samsung real deal better advertis gb ram batteri good screen decent processor everi thing need breez last least knox secur trust samsung lifei thank grate samsung great companion,Positive,"['itgreat', 'valu', 'awesom', 'product', 'great', 'servic', 'samsung', 'real', 'deal', 'well', 'advertis', 'ram', 'batteri', 'good', 'screen', 'decent', 'processor', 'everi', 'thing', 'need', 'breez', 'knox', 'secur', 'trust', 'samsung', 'lifei', 'thank', 'grate', 'samsung', 'great', 'companion']",0.3583333333333334
1.0,regret encount wth order date th aug gift product sister mth today display work unabl start n poor batteri performanceshow samsung galleri review said mother board need b chang whc cost kpleas justic lil invest make aroundkindli oblig acknowledg n respondne full replac considerteam amazon n collab,Negative,"['regret', 'encount', 'wth', 'order', 'date', 'aug', 'gift', 'product', 'sister', 'mth', 'today', 'display', 'work', 'unabl', 'start', 'poor', 'batteri', 'performanceshow', 'samsung', 'galleri', 'review', 'say', 'mother', 'board', 'need', 'chang', 'whc', 'cost', 'kpleas', 'justic', 'lil', 'invest', 'aroundkindli', 'oblig', 'acknowledg', 'respondne', 'replac', 'considerteam', 'amazon', 'collab']",-0.025000000000000022
4.0,use phone day basi give feedback fingerprint reader differ compar android phone take time detect fingerprint rear camera qualiti good like mega pixel batteri backup good charg slowli overal perform good price,Positive,"['use', 'phone', 'day', 'basi', 'feedback', 'fingerprint', 'reader', 'differ', 'compar', 'android', 'phone', 'time', 'detect', 'fingerprint', 'rear', 'camera', 'qualiti', 'good', 'like', 'mega', 'pixel', 'batteri', 'backup', 'good', 'charg', 'slowli', 'overal', 'perform', 'good', 'price']",0.6999999999999998
5.0,best phone price rangepro camera best class photo click great qualiti phone fast anyth even heaviest app open jiffi fingerprint sensor unlock phone less second colour look pleasantcon display okay somewhat yellowish phone littl bulki heavi hand,Positive,"['good', 'phone', 'price', 'rangepro', 'camera', 'good', 'class', 'photo', 'click', 'great', 'qualiti', 'phone', 'fast', 'anyth', 'heavy', 'app', 'open', 'jiffi', 'fingerprint', 'sensor', 'unlock', 'phone', 'second', 'colour', 'look', 'pleasantcon', 'display', 'okay', 'somewhat', 'yellowish', 'phone', 'littl', 'bulki', 'heavi', 'hand']",0.4166666666666667
5.0,like focu mode help keep app need activ avoid unwant notif distract one work dark mode eye protect also good featur protect eye inbuilt smart mode help detect fraudspam call without extern app instal camera qualiti good good zoom capabl phone light slim good respons touch sensor overal phone good purchas budgetof rs,Positive,"['like', 'focu', 'mode', 'help', 'app', 'need', 'activ', 'avoid', 'unwant', 'notif', 'distract', 'work', 'dark', 'mode', 'eye', 'protect', 'good', 'featur', 'protect', 'eye', 'inbuilt', 'smart', 'mode', 'help', 'detect', 'fraudspam', 'extern', 'app', 'instal', 'camera', 'qualiti', 'good', 'good', 'zoom', 'capabl', 'phone', 'light', 'slim', 'good', 'respons', 'touch', 'sensor', 'overal', 'phone', 'good', 'purchas', 'budgetof']",0.4955357142857143
5.0,great phone samsung budget seri wast time mineso come point thing posit im gonna tell neg fingerprint reader side power button okay qualiti thing camera also good front one ok overal price rang awesom confus redmi samsung go itit great samsung,Positive,"['great', 'phone', 'samsung', 'budget', 'seri', 'wast', 'time', 'mineso', 'come', 'point', 'thing', 'posit', 'going', 'tell', 'neg', 'fingerprint', 'reader', 'power', 'button', 'okay', 'qualiti', 'thing', 'camera', 'good', 'overal', 'price', 'ring', 'awesom', 'confus', 'redmi', 'samsung', 'itit', 'great', 'samsung']",0.6599999999999999
4.0,slighli bigger amd gb ram gb storag mah batteri everyth ordinari could given better screen price even charg cabl shorter optimum,Positive,"['slighli', 'big', 'amd', 'ram', 'storag', 'mah', 'batteri', 'everyth', 'ordinari', 'give', 'well', 'screen', 'price', 'charg', 'cabl', 'shorter', 'optimum']",0.39999999999999997
2.0,touchscreen issu display issu bad hardwar delay mobil brough mobil normal app look finm still slow display app like phone pe etc key match respons slow over display issu touchscreen issu unfortun instal phone pe found issu return window sure need done bad display touchscreen worth buy mobil tri updat etc within day issu,Negative,"['touchscreen', 'issu', 'display', 'issu', 'bad', 'hardwar', 'delay', 'mobil', 'brough', 'mobil', 'normal', 'app', 'look', 'finm', 'slow', 'display', 'app', 'like', 'phone', 'etc', 'key', 'match', 'respon', 'slow', 'display', 'issu', 'touchscreen', 'issu', 'unfortun', 'instal', 'phone', 'find', 'issu', 'return', 'window', 'sure', 'need', 'bad', 'display', 'touchscreen', 'worth', 'buy', 'mobil', 'tri', 'updat', 'etc', 'day', 'issu']",-0.13124999999999995
1.0,touch extrem bad irrit recogn hang uphav lock unlock sever time get app workingwhen phone lock despit doubl tripl tap screen light show option unlock press side button yo light screen frustratingextrem slow even though gb ram,Negative,"['touch', 'extrem', 'bad', 'irrit', 'recogn', 'hang', 'uphav', 'lock', 'unlock', 'sever', 'time', 'app', 'workingwhen', 'phone', 'lock', 'despit', 'doubl', 'tripl', 'tap', 'screen', 'light', 'option', 'unlock', 'press', 'button', 'light', 'screen', 'frustratingextrem', 'slow', 'ram']",-0.04999999999999996
4.0,interest budget camera phone one isnt youthi phone pretti smooth work peopl dont use phone much like mebatteri life awesom im enjoy cabl bit shortoveral good phone would recommend one u realli low budget spend bit get samsung phone need improv camera otherwis decent budget phone,Positive,"['interest', 'budget', 'camera', 'phone', 'youthi', 'phone', 'pretti', 'smooth', 'work', 'peopl', 'use', 'phone', 'like', 'mebatteri', 'life', 'awesom', 'enjoy', 'cabl', 'bit', 'shortoveral', 'good', 'phone', 'recommend', 'realli', 'low', 'budget', 'spend', 'bit', 'samsung', 'phone', 'need', 'improv', 'camera', 'otherwi', 'decent', 'budget', 'phone']",0.3111111111111111
3.0,mobil come lot bloatwar need trim also contact list easi use name contact importantli search thru variou notif difficilt privaci risk pictur keep chang everytim one press power button start mean action record somewherei use thw fingerprint reader still ask rate gave star rare,Neutral,"['mobil', 'come', 'lot', 'bloatwar', 'need', 'trim', 'contact', 'list', 'easi', 'use', 'contact', 'importantli', 'search', 'variou', 'notif', 'difficilt', 'privaci', 'risk', 'pictur', 'chang', 'everytim', 'press', 'power', 'button', 'start', 'mean', 'action', 'record', 'somewherei', 'use', 'thw', 'fingerprint', 'reader', 'ask', 'rate', 'give', 'star', 'rare']",0.029166666666666664
4.0,camera good feel like mp mp batteri life normal last day easili charg full batteri hr phone heavi gram also tri cod mobil medium set hz refresh rate help game overal game experi fine would suggest go phone normal user made heavi game,Positive,"['camera', 'good', 'feel', 'like', 'batteri', 'life', 'normal', 'day', 'easili', 'charg', 'batteri', 'phone', 'heavi', 'gram', 'tri', 'cod', 'mobil', 'medium', 'set', 'refresh', 'rate', 'help', 'game', 'overal', 'game', 'experi', 'fine', 'suggest', 'phone', 'normal', 'user', 'heavi', 'game']",0.06296296296296296
2.0,averag phone rang phone get hang use basic app batteri life ok doesnt seem like mah make phone heavi camera qualiti averag best thing phone lookal togeth feel get better phone price,Negative,"['averag', 'phone', 'rang', 'phone', 'hang', 'use', 'basic', 'app', 'batteri', 'life', 'like', 'mah', 'phone', 'heavi', 'camera', 'qualiti', 'averag', 'good', 'thing', 'phone', 'lookal', 'togeth', 'feel', 'well', 'phone', 'price']",0.5
5.0,love samsung ab jab redm ke hi parig samsung mil raha haj zabardsti ka add wala phone lene ka kya faida samsung lo,Positive,"['love', 'samsung', 'jab', 'redm', 'parig', 'samsung', 'mil', 'raha', 'haj', 'zabardsti', 'add', 'wala', 'phone', 'lene', 'kya', 'faida', 'samsung']",0.5
5.0,review use phone weeklikesund k budget phone good use almost featur like k phonecamera qualiti also goodmi usag phone would say whole day eod left batterydislikeswhat need dint get wifical option phonemain drawback batteri reach take realli long time get fulli charg,Positive,"['review', 'use', 'phone', 'weeklikesund', 'budget', 'phone', 'good', 'use', 'featur', 'like', 'phonecamera', 'qualiti', 'goodmi', 'usag', 'phone', 'day', 'eod', 'leave', 'batterydislikeswhat', 'need', 'dint', 'wifical', 'option', 'phonemain', 'drawback', 'batteri', 'reach', 'realli', 'long', 'time', 'fulli', 'charg']",0.21249999999999997
3.0,use month good product price samsung sell say made indiai realli like batteri backup last hour moder use like youtub call hotspot usescon bulk feel heavi pocketfing print scanner mark time unabl unlock,Neutral,"['use', 'month', 'good', 'product', 'price', 'samsung', 'sell', 'indiai', 'realli', 'like', 'batteri', 'backup', 'hour', 'moder', 'use', 'like', 'youtub', 'hotspot', 'usescon', 'bulk', 'feel', 'heavi', 'pocketfing', 'print', 'scanner', 'mark', 'time', 'unabl', 'unlock']",0.35
1.0,,Negative,[],0.0
1.0,mere life ka sabs khrab anubhavmai aap sab se kahunga samsung mobil ko kabhi mat lena galti se bhi mat lenadisplay bahut bahut kharabspe bahut bahut kharabcamera bahut bahut kharabbatteri bahut bahut kharabfingerprint reader bakwasmobil charger bakwa bahut slowerphon ke qualiti bakwasweight bahut jada,Negative,"['mere', 'life', 'sabs', 'khrab', 'anubhavmai', 'aap', 'sab', 'kahunga', 'samsung', 'mobil', 'kabhi', 'mat', 'lena', 'galti', 'bhi', 'mat', 'lenadisplay', 'bahut', 'bahut', 'kharabspe', 'bahut', 'bahut', 'kharabcamera', 'bahut', 'bahut', 'kharabbatteri', 'bahut', 'bahut', 'kharabfingerprint', 'reader', 'bakwasmobil', 'charger', 'bakwa', 'bahut', 'slowerphon', 'qualiti', 'bakwasweight', 'bahut', 'jada']",-0.5
3.0,pleas dont buy u r expect good camera qualiti phonei mean averagenot goodoveral phone good rang expect lot better samsung mobil sold k,Neutral,"['plea', 'buy', 'expect', 'good', 'camera', 'qualiti', 'phonei', 'mean', 'averagenot', 'goodoveral', 'phone', 'good', 'rang', 'expect', 'lot', 'well', 'samsung', 'mobil', 'sell']",0.396875
5.0,camera excel better everi singl phone budget even higherbatteri best batteri best batteri work day even though use big task like run game etcscreen good iphon screen work fast refresh rate v goodnev lag good proccessor,Positive,"['camera', 'excel', 'well', 'everi', 'singl', 'phone', 'budget', 'higherbatteri', 'good', 'batteri', 'good', 'batteri', 'work', 'day', 'use', 'big', 'task', 'like', 'run', 'game', 'etcscreen', 'good', 'iphon', 'screen', 'work', 'fast', 'refresh', 'rate', 'goodnev', 'lag', 'good', 'proccessor']",0.4625
5.0,complet packag attract price blue color look amaz camera qualiti good monster batteri mah good day normal use overal realli happi,Positive,"['complet', 'packag', 'attract', 'price', 'blue', 'color', 'look', 'amaz', 'camera', 'qualiti', 'good', 'monster', 'batteri', 'mah', 'good', 'day', 'normal', 'use', 'overal', 'realli', 'happi']",0.38749999999999996
1.0,product mani issu ad experi use day network issueit hang problemit bettey issuesit problem heatingmi overal rate pleas pleas dont go phone,Negative,"['product', 'mani', 'issu', 'experi', 'use', 'day', 'network', 'issueit', 'hang', 'problemit', 'bettey', 'issuesit', 'problem', 'heatingmi', 'overal', 'rate', 'plea', 'plea', 'phone']",0.0
1.0,media could load got struck setup screen due touch less respons amazon seller deliv malfunct phone medisappoint amazon atleast qualiti check product sell complet wast time wast moneyif option neg star definit give alsodisappoint,Negative,"['medium', 'load', 'got', 'strike', 'setup', 'screen', 'touch', 'respons', 'amazon', 'seller', 'deliv', 'malfunct', 'phone', 'medisappoint', 'amazon', 'atleast', 'qualiti', 'check', 'product', 'sell', 'complet', 'wast', 'time', 'wast', 'moneyif', 'option', 'neg', 'star', 'definit', 'alsodisappoint']",-0.14583333333333331
3.0,camera ia averag decent activ realli good buy current gb varient avail appli offer great deal definit buy heavi user,Neutral,"['camera', 'averag', 'decent', 'activ', 'realli', 'good', 'buy', 'current', 'varient', 'avail', 'appli', 'offer', 'great', 'deal', 'definit', 'buy', 'heavi', 'user']",0.41666666666666663
4.0,everyth good batteri backup fantasticbut problem need fix one weight use phone pay googl pay key pad show broken number dont understand happeningremain good best phone thu price rang,Positive,"['everyth', 'good', 'batteri', 'backup', 'fantasticbut', 'problem', 'need', 'fix', 'weight', 'use', 'phone', 'pay', 'googl', 'pay', 'key', 'pad', 'broken', 'number', 'understand', 'happeningremain', 'good', 'good', 'phone', 'thu', 'price', 'rang']",0.4
5.0,order product juli immedi got deliv within week juli mobil camera goodbatteri betterperform storag goodoveral good mobil normal android usersthi review user play high end game like ping free fire etc mobil,Positive,"['order', 'product', 'juli', 'immedi', 'get', 'deliv', 'week', 'juli', 'mobil', 'camera', 'goodbatteri', 'betterperform', 'storag', 'goodoveral', 'good', 'mobil', 'normal', 'android', 'usersthi', 'review', 'user', 'play', 'high', 'end', 'game', 'like', 'pe', 'free', 'fire', 'etc', 'mobil']",0.202
3.0,first impressionspro day batteri life internet use constantlyram enough handl heavi app smoothlyrun latest android version samsung uiconsso camera qualiti compar similar price rang product,Neutral,"['impressionspro', 'day', 'batteri', 'life', 'internet', 'use', 'constantlyram', 'handl', 'heavi', 'app', 'smoothlyrun', 'late', 'android', 'version', 'samsung', 'uiconsso', 'camera', 'qualiti', 'compar', 'similar', 'price', 'rang', 'product']",0.1875
4.0,overal budget phone okprimari camera good doesnt seem true mp your selfi lover dont buy phone front camera worstdec batteri life last upto half day averag useprocessor saw improv asphalt call duti run alright smooth mhz screen pure lie samsung tft display poorli manag hardwar fast charg,Positive,"['overal', 'budget', 'phone', 'okprimari', 'camera', 'good', 'true', 'selfi', 'lover', 'buy', 'phone', 'camera', 'worstdec', 'batteri', 'life', 'upto', 'half', 'day', 'averag', 'useprocessor', 'see', 'improv', 'asphalt', 'duti', 'run', 'alright', 'smooth', 'mhz', 'screen', 'pure', 'lie', 'samsung', 'tft', 'display', 'poorli', 'manag', 'hardwar', 'fast', 'charg']",0.24251700680272106
5.0,glad say phone deliv fulli box wrap around phonea use phone batteri perform expectationscamera take stun pictur wishfingerprint sensor work good like otherscreen touch also smooth velvet touchphon work awesom speedi,Positive,"['glad', 'phone', 'deliv', 'fulli', 'box', 'wrap', 'phonea', 'use', 'phone', 'batteri', 'perform', 'expectationscamera', 'stun', 'pictur', 'wishfingerprint', 'sensor', 'work', 'good', 'like', 'otherscreen', 'touch', 'smooth', 'velvet', 'touchphon', 'work', 'awesom', 'speedi']",0.5333333333333333
1.0,mic qualiti video extrem bad cannot explain bad order phone home issu samsung need address immedi dont want talk featur budget phone never seen bad qualiti lower price rang,Negative,"['mic', 'qualiti', 'video', 'extrem', 'bad', 'explain', 'bad', 'order', 'phone', 'home', 'issu', 'samsung', 'need', 'address', 'immedi', 'want', 'talk', 'featur', 'budget', 'phone', 'see', 'bad', 'qualiti', 'low', 'price', 'rang']",-0.6999999999999998
2.0,noth extra ordinari phone much better option price rangeth batteri definit good last full dayhowev side phone heavi camera ordinari feel sluggish use,Negative,"['noth', 'extra', 'ordinari', 'phone', 'well', 'option', 'price', 'rangeth', 'batteri', 'definit', 'good', 'dayhowev', 'phone', 'heavi', 'camera', 'ordinari', 'feel', 'sluggish', 'use']",0.30999999999999994
4.0,price good phone bit heavi batteri life good cant complain camera okay great look good camera u might want phone rest good phone,Positive,"['price', 'good', 'phone', 'bit', 'heavi', 'batteri', 'life', 'good', 'complain', 'camera', 'okay', 'great', 'look', 'good', 'camera', 'want', 'phone', 'rest', 'good', 'phone']",0.6833333333333335
3.0,month use review voic record tool screen video captur tool usual avail cheap phone samsung say avail higher end model snobgiven star overal plastic back call vibrat cheap plastic case otherwis phone work fine phone cheaper better case,Neutral,"['month', 'use', 'review', 'voic', 'record', 'tool', 'screen', 'video', 'captur', 'tool', 'usual', 'avail', 'cheap', 'phone', 'samsung', 'avail', 'high', 'end', 'model', 'snobgiven', 'star', 'overal', 'plastic', 'vibrat', 'cheap', 'plastic', 'case', 'otherwi', 'phone', 'work', 'fine', 'phone', 'cheaper', 'well', 'case']",0.24523809523809526
4.0,got ph offer touch sensor realli bad especi face recognit never recogn meapplic open processor speed min applic batteri life good,Positive,"['get', 'offer', 'touch', 'sensor', 'realli', 'bad', 'especi', 'face', 'recognit', 'recogn', 'meapplic', 'open', 'processor', 'speed', 'min', 'applic', 'batteri', 'life', 'good']",3.700743415417188e-17
5.0,nice product samsung purchas week back amazon nice offer exchang offer phone great daili routin task use bank knox secur never felt disappoint regard thisit game purpos valu money good batteri life nice big screen moder camera daili purpos overal sidei wold like say thank amazon give reliabl servic,Positive,"['nice', 'product', 'samsung', 'purchas', 'week', 'amazon', 'nice', 'offer', 'exchang', 'offer', 'phone', 'great', 'daili', 'routin', 'task', 'use', 'bank', 'knox', 'secur', 'feel', 'disappoint', 'regard', 'thisit', 'game', 'purpos', 'valu', 'money', 'good', 'batteri', 'life', 'nice', 'big', 'screen', 'moder', 'camera', 'daili', 'purpos', 'overal', 'sidei', 'wold', 'like', 'thank', 'amazon', 'reliabl', 'servic']",0.3625
4.0,feel good handscreen impress advertisedbatteri life goodmain camera averag front camera goodit easili handl person work environ dont see lagov good purchas pricep abl find good back cover avail one manufactur galaxi fit feel like perfect,Positive,"['feel', 'good', 'handscreen', 'impress', 'advertisedbatteri', 'life', 'goodmain', 'camera', 'averag', 'camera', 'goodit', 'easili', 'handl', 'person', 'work', 'environ', 'lagov', 'good', 'purchas', 'pricep', 'abl', 'find', 'good', 'cover', 'avail', 'manufactur', 'galaxi', 'fit', 'feel', 'like', 'perfect']",0.5833333333333333
5.0,phone good featur finger print reader face recogn work supersound batteri life goodcamera superand phone featur compar k ir provid thisa big thank samsunglov,Positive,"['phone', 'good', 'featur', 'finger', 'print', 'reader', 'face', 'recogn', 'work', 'supersound', 'batteri', 'life', 'goodcamera', 'superand', 'phone', 'featur', 'compar', 'provid', 'thisa', 'big', 'thank', 'samsunglov']",0.35
5.0,display hd tft panel doesnt feel like tft rather feel ip lcd hd panel good move samsung brand provid ip lcd fhd hz k segment brand initi good,Positive,"['display', 'tft', 'panel', 'feel', 'like', 'tft', 'feel', 'lcd', 'panel', 'good', 'samsung', 'brand', 'provid', 'lcd', 'fhd', 'segment', 'brand', 'initi', 'good']",0.7
5.0,month sinc bought excel rounder great perform fast nice camera pricebatteri good easili last day medium usagei dont play game cant comment game performancecamera best price didnt expect much daylight pictur realli great video qualiti also good,Positive,"['month', 'sinc', 'buy', 'excel', 'rounder', 'great', 'perform', 'fast', 'nice', 'camera', 'pricebatteri', 'good', 'easili', 'day', 'medium', 'usagei', 'play', 'game', 'comment', 'game', 'performancecamera', 'good', 'price', 'expect', 'daylight', 'pictur', 'realli', 'great', 'video', 'qualiti', 'good']",0.38181818181818183
5.0,like batteri backup phone perform far good use parent best phone parent take hour go pleas dont buy phone photogen requir game effici,Positive,"['like', 'batteri', 'backup', 'phone', 'perform', 'far', 'good', 'use', 'parent', 'good', 'phone', 'parent', 'hour', 'plea', 'buy', 'phone', 'photogen', 'requir', 'game', 'effici']",0.35
4.0,mobil nice star batteri life star spec star camera star optimizationth optim bad due oneui samsung hasnt made good ui optimis camera betterbut dont mode competitor redmi power nice camera mode mobil best type camera oneui good,Positive,"['mobil', 'nice', 'star', 'batteri', 'life', 'star', 'spec', 'star', 'camera', 'star', 'optimizationth', 'optim', 'bad', 'oneui', 'samsung', 'good', 'optimis', 'camera', 'betterbut', 'mode', 'competitor', 'redmi', 'power', 'nice', 'camera', 'mode', 'mobil', 'good', 'type', 'camera', 'oneui', 'good']",0.39642857142857146
5.0,use realli feel great smooth hang occour storag new camera facil good littl bit mora upgard camera need think slow motion oper experi great tri gamer may littl good processor get laps use heavi gamesmi experi best amount mobil provid lot,Positive,"['use', 'realli', 'feel', 'great', 'smooth', 'hang', 'occour', 'storag', 'new', 'camera', 'facil', 'good', 'littl', 'bit', 'mora', 'upgard', 'camera', 'need', 'think', 'slow', 'motion', 'oper', 'experi', 'great', 'tri', 'gamer', 'littl', 'good', 'processor', 'lap', 'use', 'heavi', 'gamesmi', 'experi', 'good', 'mobil', 'provid', 'lot']",0.5295454545454545
3.0,price expect atleast littl better phone first processor slow lag camera qualiti bad mean bad think essenti thing definit need buy batteri life fine look averag quit thick model overal think okay gener purpos good phone,Neutral,"['price', 'expect', 'atleast', 'littl', 'well', 'phone', 'processor', 'slow', 'lag', 'camera', 'qualiti', 'bad', 'mean', 'bad', 'think', 'essenti', 'thing', 'definit', 'need', 'buy', 'batteri', 'life', 'fine', 'look', 'averag', 'quit', 'thick', 'model', 'overal', 'think', 'okay', 'gener', 'purpos', 'good', 'phone']",0.005416666666666692
2.0,bought phone yesterday problem display imag qualiti view phone imag apper yellowish dull think retur phone,Negative,"['buy', 'phone', 'yesterday', 'problem', 'display', 'imag', 'qualiti', 'view', 'phone', 'imag', 'apper', 'yellowish', 'dull', 'think', 'retur', 'phone']",-0.2916666666666667
4.0,think product bad dont want take lot selfi want use phone call listen music watch video tri ye phone look slightli heavi overal good price rang,Positive,"['think', 'product', 'bad', 'want', 'lot', 'selfi', 'want', 'use', 'phone', 'listen', 'music', 'watch', 'video', 'tri', 'phone', 'look', 'slightli', 'heavi', 'overal', 'good', 'price', 'rang']",5.551115123125783e-17
3.0,purchas samsung mobil month free screen replac warranti ad prime member also prime member benefit addedaft week mobil fall screen damagedso went samsung servic center claim warranti mobil insur plan activ bay chang screenlast day tri activ plan problem solv upto dateso pleas solv problem quickli,Neutral,"['purchas', 'samsung', 'mobil', 'month', 'free', 'screen', 'replac', 'warranti', 'prime', 'member', 'prime', 'member', 'benefit', 'addedaft', 'week', 'mobil', 'fall', 'screen', 'damagedso', 'go', 'samsung', 'servic', 'center', 'claim', 'warranti', 'mobil', 'insur', 'plan', 'activ', 'bay', 'chang', 'screenlast', 'day', 'tri', 'activ', 'plan', 'problem', 'solv', 'upto', 'dateso', 'plea', 'solv', 'problem', 'quickli']",0.15000000000000002
2.0,bad charg fast charg phone take hour chargingalso batteri back good enough drain hour similar earlier phone screen display also mark pixel averagesound qualiti speaker bad voic clariti goodalso phone slow oper take paus usingther good option brand similar price,Negative,"['bad', 'charg', 'fast', 'charg', 'phone', 'hour', 'chargingalso', 'batteri', 'good', 'drain', 'hour', 'similar', 'early', 'phone', 'screen', 'display', 'mark', 'pixel', 'averagesound', 'qualiti', 'speaker', 'bad', 'voic', 'clariti', 'goodalso', 'phone', 'slow', 'oper', 'paus', 'usingther', 'good', 'option', 'brand', 'similar', 'price']",-0.009090909090909078
1.0,alway think time order anyth expens amazon got bad product time dont know didnt give thought model samsung avail amazon guess receiv manufactur defect piec seem like amazon pleas custom make thing avail advanc turn defect samsung also take respons replacel defect piec new one,Negative,"['alway', 'think', 'time', 'order', 'anyth', 'expen', 'amazon', 'get', 'bad', 'product', 'time', 'know', 'think', 'model', 'samsung', 'avail', 'amazon', 'guess', 'receiv', 'manufactur', 'defect', 'piec', 'like', 'amazon', 'pleas', 'custom', 'thing', 'avail', 'advanc', 'turn', 'defect', 'samsung', 'respons', 'replacel', 'defect', 'piec', 'new']",-0.28181818181818175
