title,rating,body
Most Hardcore Bluetooth Earphone available,5.0,Pros :1) Excellent Battery Backup(Using it since four days on a single charge).2) Crystal Clear Hd Sound with no audio video lag.3) Durable flat wires.4) Looks and Build quality is awesome with magnetic earbuds.5) Sweat and Water Resistant.Cons :1) Call quality is good but Mic does not have noise cancellation so receiver receives noise.Verdict :Blindly go for it if calling is not your primary concern.
"Again FALL IN LOVE WITH ""BOAT"" 😘",5.0,"Amazon give a great value of time.THANK YOU YOU AMAZON 💐💐💐💐💐I purchased one and half year ago a Boat 225 earphone.working smoothly and still accept my Torture.Bahut sare Youtube video dekhne k baad  Now 1st Time buy a wireless Headphone.  BOAT 255 PRO Bluetooth headset..#1st tell you the cons.cons: wire length is 2 inch short.  🤔#Pros: excellent quality of sound with "" passive noise cancelling"" 🔊Room to Room connectivity. 🤗Got 7 hour backup with 60% volume.(do not cross 60%, high bass can damage your ear) 🤪😁Smooth body design. 😍FINALLY IF you want sound experience with your hard earned money, buy BOAT Product.(Itna comments mat pado dude. Go for it.)"
I think it is best for those who want to get headphones for 1000 rupees.,5.0,"Its awesome products.First of all this product built quality, design, mat black finish color and sound quality its really amazing. Basically I like it....🎧🎧🎧Sound quality is too good  8/10Design quality  good  9/10Battery backup its truly 8-9 hrs.  9/10Weight  very lite (24g)  10/10Noise cancellation  7/10Music Bass is very high.  6/10Call & talking  8.5/10It's perfect for me........ I'm happy 🙂🙂thanks for best deal with best price#amazon"
good product,4.0,"Ive been using this earphone for almost a year now. It works perfectly fine till now. The sound quality is okay. Its quite sturdy. it works for a reasonable time until you need to charge again. It has problems with the bluetooth connectivity especially when there is heavy wind, you cant hear anything even with 2-3 mts distance. Other than that it works fine."
Worst company with third grade products,1.0,"Having a tag of "" Indian origin"" doesn't necessarily mean that the product is of best quality.This is one of the worst company with worst service facilities.This is my first and last purchase from boat.I will never buy or recommend anybody to buy any of their products.Update :Guys don't buy this product. I have a lot of issues with this even after replacing twice.They just bought cheap Chinese earphones and sell us in the name of make in india. It's really frustrating for me to claim replacement warranty for twice and still they can't resolve the issue. I don't know whether they test it or not before sending it to the customer."
Awesome under care,4.0,Flawless quality output but only until water went inside drivers. Tried to blow with hair dryer but drivers were damaged. So it's waterproof only if both the drivers are closed i.e. in your ears. Tried for warranty claim but boat team didn't respond to my email. The service center location in website is wrong. So it's ruined now
Pathetic Experience,1.0,"I received these Earphones on 27th July 2021 and after Charging second time on 8th August they never started again, I mean On hi nahi huye dobara... 0 stars"
"Sound quality is not good, over bassed",3.0,"I brought this one, after using boAt Nirvanaa Uno. Uno had good quality stereo with nice bass. This is sounds like a mono headset. I think bass is too much or not set correctly. It sounds differently on Mobile  and PC. I am not satisfied with the sound output. It connects to both PC and Mobile same time, so attending mobile call and Skype call with no hassle. For Rs. 1990 there are better quality available. I trusted boAt based on my previous purchase with UNO."
Good Product. Horrible Customer Service.,2.0,"I am very much satisfied with the product quality in terms of sound, bass, and noise cancellation capabilities and would have given it a 5-star rating. However, the horrible experience provided by boAt customer service has made me rethink my decision, and I, for one, do not want to be a customer to a provider who cant take care of its customer satisfaction.All this mess is specially created when you try to claim the product's warranty within its warranty period. Despite leaving multiple mails and/or trying to reach their customer care via the phone number, the team's response is a shocker. Either they won't respond to their emails, or if you try to convey your complaint via a call, then the agent cut's your call in between without even listening to it completely. It's just pathetic. What's the use of having such ""customer care"" when you don't even listen to your customer?"
Sound quality ok but connection is a hassle,1.0,"The sound quality is okay but the biggest issue with the product is it's connectivity. We have to struggle a lot to pair it and even though it is shows connected in the corresponding system there is no response in the headset. It is a hassle to pair and connect it. Overmore the battery life is very short, the device drains out even in 3-4 hour. I wanted to return the product and that too is not possible. I am really dissatisfied with the product."
Complete satisfaction with Boat rockerz 225,4.0,"I love the boat rockerz 255. because of the nice crunchy base and clear audio ,it is quite perfect fit in the ear as well. But it take time to connect with the device . I use other ear phones as well the the boat audio quality is more liking to me.I use this earphone for 3 month now and I have no complete with this product.If any one is reading this I recommend to try is one."
LIFE OF HEADPHONE IS ONE YEAR ONLY,3.0,"I spend a 1 year with this headphone. It exactly stopped working after a year. The button which makes the headphone on is not functioning anymore. If the lifespan of the headphone is just one year, I do not recommend this product.I cannot claim now for the warranty and in a situation to throw this headphone.  If you are having a long term vision, avoid this product."
A good product of genuine review,5.0,"Quality's: It's a best Bluetooth headphones i used, excellent bass quality, best quality loud ness, nice build quality and awesome product.Battery life comes easily 2days of medium use... Good battery lifeRating: bass 4.7/5, sound loudness 4.8/5, sound quality when hight and low volume 4.6/5, Bluetooth design 4.2/5 ( cable length is little bit long ), water proof 4.5/5 ( i am used this headphones in small rain & not problem i noticed)And final thing is you can trust the brand ""boAt rockerz"""
Budget bluetooth headphone,4.0,Bought this @999. It can connect multiple devices at a time. Sound quality is good enough at this price. Build quality is very good. Bluetooth connectivity and battery life is impressive. You can use it for hours without any issue. It comes with different sizes of buds. I would strongly recommend if you are looking for something reliable for daily use.
Not worth one star either,1.0,Bought it after several good reviews about the product. I don't understand the hype at all.1) Too uncomfortable. Never stays in the ear and the earpluges are big (even the smallest in the size).2) I started getting headache after multiple use. I could hardly use it for few minutes.3) Can't use for call and the quality is too low. Had bought this for conference calls and every time I had to change to normal earphones.4) The wire hangs from ear looks funny.
sound quality awesome comes noise cancelation battery backup is good as well,5.0,"The media could not be loaded.
                




   Sound quality best good looking controls amazing comes with noise cancelation easily pair with phone and laptop first product I received had hanging prob and didn't turn off but they easily replace my earphones and I got the new one today this is the best you guys can get in this prize I really love it it has everything as written"
Definitely not for sports activity.,2.0,"In terms of sound quality, it is good. But this earphone is not for sports activity. The cable is quite heavy which will not let the earphone stick to your ear on heavy physical movement.Range is not even 5 meters. As soon as you cross thredistance you start getting interruption.Bluetooth quality is way poor that when you are walking listening music and have put your phone on your pocket, you start getting interruption.Wire is way to long. Around 2-3 inches extra, which looks weird if you are not putting it on and just kept it on neck. I have given the image. I am 5.4. The earphone is hanging 5 inches below my chest.Overall, bearable for walking, but definitely not good if you want to buy this for jogging or exercise."
Left side is heard less / slow in compare to right. 255 was best in compare of 255 pro+,1.0,Left side voice is heard less / slow in compare to right and we have to srugle in call we feel we are hearing only right but actually left also is working but sliw in comparison to right.Music and videos also same position.I received today.Sound quality also not goid in compare to 255.Previously I had purchased 255 it was very good but in this problem.
"Waste product, Amazon should stop selling this product.",1.0,"As of now I've purchased 3 ear phones of boAt rockers, all were stopped working within its warranty period and there is no one who can help you for service /replacement. Let's not get in to trap by seeing the volumes of review. I would suggest Amazon to not degrade their market by promoting such company's device."
Everything is good except for bass,3.0,Everything is good but there's 3 huge problems in this earphone.1. If you're looking for a good bass booster earphones then this is not that good. Except for this if you ignore this it's actually not a big deal.2. If you by any chance lost any of the ear hooks you won't be able to buy a new one. And this problem is bigger than bass booster because earphone will stay in the ear without hooks. That sucks 😔3. Boat has also it's website where you can buy products from boat but they also don't sell extra ear hooks in case of if you lost them.Try to buy a earphone without those stupid hooks.
Decent buy in this price range,4.0,"After 1 month of usage,  this is what I have to say ..1st and foremost .... BATTERY BACKUP ..... AWESOME 🔥🔥 .... Charges up pretty quickly too . 5/5The bass is decent but those who like high base this is not for you ... 3/5Sound quality is great .... It's really clear and smooth . 4/5It's pretty sturdy too . Great build . Really comfortable . 5/5Noise cancellation is ok ....(I guess) . 3/5Overall I'd say it's a pretty good choice if you are looking to buy a decent bluetooth earphone in this price range . But if you are looking for a good bass ... This is not for you ..... (Bass is pretty good according to my taste ) ."
Pathetic,1.0,"Usually I never give any rating but this time I could not stop myself. After one year of using this headphones, left earphone stopped working.  What do I do with them now? We spent our hard earned money to buy these products and this is what they do to us. I haven't had good experience with boats. Nowadays people are buying their products like anything but all they get is faulty after some time. Now its out lf warranty. I am frustrated but I can't do anything with it. No one would listen me. I lost Rs 1400 on these headphones and also lost Rs 550 on boats 250 because they too stopped working from one side."
Nice product,4.0,"I have been using now since over a month and i found corns in the product its not mine its over all of same model i checked with other too they also noticed the same1 . Noise cancellation is really bad ( its good that you can hear background noise with whom you are talking but sometimes its really annoying )2 . Battery indicator over the phone once phone is connected . It shows 100% initially then after using for few hours it will shows 80% then all of a sudden dead RED3 . Connectivity sometimes i noticed it get auto disconnected and manually i have to connect it back .Quality is really nice , Battery life could be better ,"
Quality Product...Go for ROCKERZ,5.0,"The media could not be loaded.
                




   Main features have already mentioned on the box....nd it's all more than mentioned...sound quality awesome...battery lyf more than good...nd moreover it luks so stylish ...improves ur personality nd confidence....believe me...the product is so good nd now I'm going to buy this again for my bro....no doubt...value for money nd the quality says itself....👍👌💯"
Sound is good but not ease to use,2.0,Sound is good and battery battery backup is good but there are Many features missing which will make it a very good earphones1. Switching between calls and music is poor have to pick your phone all the time to choose option2. mic very poor quality it’s only useful when Surroundings are very calm3. Low battery alert comes just 3-5 minutes before full draining which is not advised for daily commuters4.forget about shortcut keys5. Bluetooth connectivity is good but range not good
Item isn't worth of  ₹1400.,1.0,"It's been less than 40 days that I'm using this and to be home this is not something you should go for, complete waste of money.- it never gets fully charged- only gives a backup of 6 hours while listening songs on mid volume- once the battery low alert starts it jusr shuts down within 2 more mins of play- cheaply made and has no strong wire that connects the two ear phones or earbuds and can be bend with the flow of air.- If not used for 2-3 hours despite of full charge (90%) it goes down to 60%."
Only bass no sound quality,4.0,"Only bass is gr8, yea only this part.If you are a music lover don’t buy it.there is nothing bad with these but, if you want a clear audio and a overall good experience in terms of music then go for skullcandy or jbl.By the way I brought this for my Mom and she is happy :)"
Amazing product.,5.0,"I like this product. Low cost high features. Than other brand blutooth headphones. Amazing Sound, crystal clear sound. I suggest purchase this Boat product."
Epic experience for Bassheads,5.0,"Never used a boAt product before this one, but boy was i impressed by the quality of this thing....BASS 9/10Mids 9/10highs 8/10Battery performance  9-10 hours on full charge (also has a feature where 10 mins of charge will give you 35mins worth of battery)...BT range 7-10m depending upon obstacles between this and the phonecomfort 8/10 ....(those plasticy(silicone actually) things protruding from the might feel a bit uncomfortable at first)cons: 1) has a irritating indicator for low battery which i presume goes off about 4-5 times....at 10% first then every drop in percentage after 5% will have you hearing ""oops battery is getting low"" or a similar message  2) The charging port is concealed in an awkard way...although its durable but the cover is kinda obtrusive  3) i recommend not using a power/fast/turbo charger (or whatever they call it these days) if you want to see them live longer than a month.....110mAH battery Li-On battery would def not like that [i charge mine using my laptop USB port.....sometimes i have charged it using my phone too 3% drain for a full charge EPIC for travelling]i have used many wired earphones before this so having a comparison between them seems stupid but it does well in competing with the sennheiser cx 180, jbl C200Si and it even outperforms the sony MDR-Ex150ap in terms of sound quality...also getting it around for 1400 seems like the best price ...anything higher and i would save up for sumtin elsetl;dr if this fits your budget then go for it without thinking"
Good earphones with some cons,3.0,"The sound quality is good enough and you will not regret for the sound that you get. Major benefit is the monstrous battery. If you are a moderate user who uses for 4-5 hours daily on average,it will get you as far as for 8 - 10 days without any charging. Conical buds feel a bit uncomfortable in beginning, but you will get accustomed to it in 10 days or so. Sound volume is okay, not very high but works fine in any environment.The only con that i see is the magnet on the buds is not very powerful and many they detach from each other on their own.Neck band is fine but does not fit perfectly on your neck."
Regretting for buying this product,1.0,"Often gets disconnected automatically. Takes much longer time to connect to the device. Poor sound quality. Unclear voice even when you are talking over the LTE network. The microphone is the worst feature in this product. Person on the other side often complains of my voice not being clear or heard. Extremely poor connectivity. Take 2.5 hours to get fully charged instead of 1.5 hours as mentioned on the box. Works for 3.5 hours maximum after fully charged. FALSE advertisement of this product being active of 6 hours of battery life, which is WRONG. I'm now regretting this purchase. These problems were there since the first day but I ignored. I thought, it would improve in next few days but I'm sorry to say, nothing changed. WON'T RECOMMEND."
Very good,5.0,"Very good product am really enjoying it.. can connect to two devices at a time and calls can be taken from both devices by keeping one caller on hold, a feature that I required in a Bluetooth device.. also the ear buds are soft on the ears and fits in very nicely, it's like u don't have anything inside the ears .. very good product"
I want to return not replacement,1.0,I want to return the item and take back my money.It is purely cheating to the customer . Nowhere it is mentioned that only replacement .There is no return available and only replace .Item is too junk and does not hold any charge.
Not good for workout.,2.0,"I bought it to use during my workouts in the gym. And it fails miserably if you are doing exercises with lots of jumping and movement. It falls off very easily. Also, the most irritating feature is if the battery is low it will continuously start poking, battery low message and you can't use it. The build quality is also very mediocre but that's fine with 1000 bucks pricing."
Bang for the buck but richness in bass is compromised.,4.0,"I have both boat wired headsets and sound magic. Both of them have rich bass. I love them totally & am using from past few years.This wireless in-ear headsets doesn't have the richness in bass. May be the quality is compromised somewhere between the wired & wireless.Except for this one drawback, this product is bang for the bucks you pay. It's lightweight, comfortable, long playtime and the offer price of 999 is excellent.If you're okay with decent bass, this is for you.Apparao retail seller is doing a great job regarding offers & return requests."
Product is good... If planning to buy for 5-6 months..,2.0,Bass is quite good for this price range... did hurt if used for very long time at a stretch... Plus had a little connectivity issues sometimes but it's quite negligible... everything was working fine for the first six months... And then one side stopped working... The worst part was that I complained to the customer care and they asked me to courier the defected piece so that they can replace it with a new one... I did as instructed but never recieved the replacement...!! Isse acha to me bhejti hi na... I dragged the defected piece a few more days with just one ear working but that couldn't happen either... Quite disappointing considering the brand and the price I paid for it...
Except battery nothing is reliable and durable in this product,1.0,"I have purchased boat 255 pro+ on dated 25.07.21.Initially every thing was good. But after 10 days voice gets much slower and very difficult to listen in loudy  places like while traveling or even in office too.* Length of wire is to short to reach the ear comfortably. Neck band is so rigid to fold in fist* Noice cancellation:- Notice cancellation is not so good as expected.* Bass quality:- bass is good but even those songs where bass is not required it will put bass into that too which is very bad.* Durability:- As mentioned above my headphone gets malfunctioned in short period ,so not reliable and durable. When I talked to customer service they said it will take 20 days to replace it. Why should we buy it?* Conclusion:- Except battery life nothing is better at this price. I recommend u to buy One plus head phone"
Stopped charging in 3 months - now useless,2.0,"The product is quite nice - the earphones fit nicely and snugly in your ear, the music quality is decent, the noise cancellation is also good..But disturbance on call is a bother - I've had to disconnect Bluetooth and take the call through the phone several times because the static and noise it added to the caller on the other side. And disconnecting Bluetooth improved the call quality markedly. But this in itself isn't the bad thing - i could live with itIt stopped charging in 3 months - and no amount of trying has gotten it to charge.. Don't know what to do with the unit now that it is just sitting there as a piece of dud electronic..Overall, buy if you will use for a short term and moderate quality is acceptable!"
Please don't buy this product,1.0,"Its very disappointing that the product doesn't work properly. Initially I thought the issue was with my phone and now realised that the product has the problem. I have received a malfunctioning headset which keeps getting disconneting every few minutes.  The purpose of buying this was for attending the long office calls, but this doesnt serve the purpose. And the reason for selecting Boat is because, I wanted to buy an Indian brand where I could have easily bought any other popular brands, but this is what I am facing after buying it. I recommend, please do not buy this product and suffer later. Now I have raised a complaint in the Boat website and waiting for their answer."
"Avg product, need lot of improvements",2.0,"Product is just 2 rating, audio quality is avg,  not that great.  dnt mislead with reviews. It avg product. The plastic used for button areas is so cheap. Boat should spend money on quality improvement than advertising n band ambassador payment."
Overall average,3.0,"The product does what the products of the same price range should do!Packaging is better then Boat’s other cheaper products, build quality and features wise it’s almost here and there improved.Good if you’re going to buy your first pair of bluetooth headphones."
Most useful review,1.0,It’s gonna be a long review!First everything that’s mentioned in the feature is nonsense. The product is absolute worthless. Used for just 4 months and both side stopped working. Thought it’s in warranty let’s get it replaced then I registered a complaint on 27feb2020 no response till 19june then asked customer care who i think is a single person attending calls from his personal phone and turns his phone off according to his mood says please register the complaint again which i did on 22 june and it’s 25 june. The funny part is i tried to call the customer support guy it rang and what i know next is that his number is again turned off! This happened twice.Fellows please do not but any product from this company until you want get suffered the same as me.
Please dont buy!!!!!,1.0,"Please don't buy this product. Only after using for 1 month earphones had stopped working and got it replaced within 15 days time. Now again I'm facing same issue with the replaced one.Had bought this earphones for jogging especially for jogging purpose however the keys don't work and I'm not sure of these are even sweat proof. Purchased in the month of March'19 now facing a lot of issues as to charging, battery life, Bluetooth connectivity, ear placement."
Best Product under the budget of 1k,4.0,Hey Friends after so much of research bought this product on 21/10/2020 for ₹899 and writing this review after using it for 24hr.✔Started using this immediate after delivery with 100% charge and still battery remain 80%✔ Sound quality is good with this dudget✔ Build quality is justifiable with the price range✔ Product delivered next day✔ 10/10 for battery✔ Green & Black color combination looks coolHonestly am a first time user of Bluetooth headphones so Dnt know about others but experienced Realme Budds it was awsome...But if you are looking for best budget bluetooth neckband this product is highly recommended just go for it...👍Downloaded some 3D MP3 audios and enjoying it
Its ok,5.0,"Its the same as boat rockerz 255 nothing changed in my opinion bass has improved earcups are not so comfortable it pain in the ear after an hour of usage(my ear is smaller i think) if you are going to buy 255 should choose 255 pro because of fast charging and battery backup, bluetooth connection has been improved with this oneEdit: i am concerned about the battery health its getting bigger and bigger everyday"
Not a good product. Not working with laptop. Not a good fit.,3.0,"I know BOAT is a famous brand but you have to maintain and look after the product quality as well. This is working well with the mobile but not working at all with the laptop. It's range is also very less and limited. Not liking it at all. The fit is also very poor, every time it's just slip and not steady, Tried with all three ear buds but no luck."
Wrost Bluetooth headset read complete review before buying,2.0,This is a very low-grade china product.Battery backup is not enough by this we can listen music for maximum 2hours.Noise cancellation is not working at all.As there is a very cheap quality 🎤 used the outgoing voice quality also not good.Also due to very low voice output the remote user unable to listen your voice clearly.Overall regarding listing music it performs just ok and regarding voice call it is not recommended also battery backup not good.
Under this budget best product to get,4.0,In the budget close to 1.5k this the best choice has good noice cancellation the built and finish quality is better than the previous model 255. Also the micprophone is better than the boat airpods. Best prefomance in movive watching and attending meetings but might pain a little whwn u use them for long
"Good sound, bad ear plug holders",3.0,"Everything is very good about this product. Great sound, I love it. However, if I I hadn't lost those ear plugs and their hooks that help u stick them in ur ear I would have given it a 5 star. They gave extra ear plugs but not those hooks that hold on to the crevices of ur ear to help u enjoy the bass. I can't find them separately on Amazon either. It would be great if Boat could include those in the package."
"Product is nice in this price range. Packaging was poor, i got the damaged  main box.",4.0,"Good product in this price range. Using since 1 day. Let's see if it's durable.Sound quality is definitely good. I'm using synthesizer headphones which are counted as one of the best, compared to them, i actually liked these ones at this price range.Definitely go for it.After one month of usage, the audio breaks every few minutes and it's annoying."
Its not worthy to buy.,2.0,"After using the product more than 6 months I am here to write the honest feedback.There two main purpose to use the wireless earphone i.e.- Listening to the music and talking over phone.Firstly, if you want to talk it will not satisfy the person on the other end as it doesn't have the noise cancellation method, moreover it adds more background noise than the phone actually. It will irritate the other end's quite much sometimes unbearable to  Listen.Now second concern- Listening to the music.Being a music lover, undoubtedly saying that is not rich in Bass nor the terrible and other things are perfect. You won't get much better experience either way, you will definitely get an average feelings for it.So, I conclude you could go to another brand for better experience."
Best neckband under 2000Rs,4.0,"If you want a neckband earphone with super high quality sound and bass, this is for you. It's a little heavy, probably because of the weight of the battery. You just need to charge it for 10 minutes and you can use it for 3 days straight, i am telling this with experience. The only drawback of this product along with a little heavy weight is that it's a little difficult to connect with devices unlike oneplus bulletz wireless. It just takes a few extra seconds whereas bulletz wireless is so easy to connect if the devices are paired already. But i am sure this product is absolutely worth the price."
Worst product. Rockers 255 is better than Pro,1.0,"Worst product i have ever seen. Sound quality is too cheap. No noise cancellation and too disturbance while speaking on call. Call voice quality is the big issue. Can't hear  the voice porperly from other side,  tried with many people but same issue persist. Have returned this product twice as in both earphones the issue was same i.e. call sound."
"Not happy with it, earpieces stopped working with bluetooth connectivity issue.",1.0,"I am not satisfied with the service of the company, rest sound quality was good, battery backup was good. One earpiece suddenly stopped working and I raise a complaint. I thought they replace the product but they didn't and send me same product. Now again one same earpiece stopped working and than other one also stopped working. One more problem started that is connectivity issue of bluetooth pairing. Now I booked a complaint again. Let's see what will happen this time. Will let you know about it.Second thing as it's my first time when I returned any product neither I receive any information about handover defected product to courier boy nor that guy told me and I returned all accessories with the unit. But after 21 days when I receive my product back I receive product nothing was with it.That's the overall experience I have with this product and problem came on the 2nd month after using this and now again."
Very avg sound,1.0,"Am basically a diehard fan of Boat brand as I've many bluetooth speakers at home... unfortunately this one gave me the worst music experience... not at all expected from them... very low bass, flat volume and no noise cancellation...poor product"
Awesome Awesome Awsome,5.0,"Guys amazing amazing product by boat. love this from the first go. Dnt read any negative msgs. This price range it's the best u cn get. Just unboxed it. Sound mind blowing. Bass my first priority as I am a bass lover, the bass is more then happy what I expected. Close ur eyes n order it. Connectivity too gud and gets connected within a second,no issues. Blue colour looks better than black. Sound bass wow. Comes 80% charged. Let's see the backup. Will leave a comment on battery backup as well. Amazon delivered it next day. Thts gud. M telling u guys nothing. better then this. Over n out. Bless us all"
Good one to select.,5.0,"There is no issue to buy it. I have purchased another one before one and half year and it is working perfectly till the date. So, I have again purchased it for someone special. There is one small issue with it is that it is captured background noise more while using it for calling, especially when you are driving. Other than that perfect for any kind of use."
"Value for money earphones, if under 1500.",5.0,"This is a good buy. Sits comfortably around the neck, earpiece is good, and feels sturdy.Noise cancellation is surprisingly good at this price range (during phone calls person on the other end hears very less background noise.)Sound quality - good with Android. With iPhone the sound tends to get crackling at high volumes when equaliser is on. No complains on flat sound.Wires are a bit long, but you get used to it after a while.My only issue with this and other BT earphones in this price bracket is with the voice breaking. If I keep my phone in my pocket (jeans) and walk the audio starts to break and I have to reposition the neckband. This has happened quite a number of times. I used to own a Tagg inferno and MiVi thunderbeats, both had this issue and this one too.To summarise, worth buying, if under 1500."
FAKE PRODUCT BY APPARIO RETAIL PRIVATE LTD.,1.0,The product I ordered was Boat Rockerz 255 and it is suppose to be dual tone product as per manufacturer. And this retail is selling fake product by giving original covering and inside the product neckband is not original copy. Because it is not dual tone plus the quality of metal and runner is also not good. So clearly it can be observed.PLEASE BUT DUAL TONE BOAT ROKERZ 255 ONLY SPECIALLY IN BLACL COLOUR IT SHOULD HAVE GREY TONE ALSO.
Best headphone in this price range,5.0,After using it 10 days i am giving my review about Boat Rockers 255..with impressive sound quality and a good battery backup almost 6-7 hours it is a very good Bluetooth headset in this price rannge..i purchased in Rs. 899 super deal..now comes to about noise cancellation so i would say while listening music you will listening nothing surrouning you but while calling if are in noise atmosphere like on road or people loudly speaking surrond you that time other side caller will not able to listen your voice properly otherside it is good product go for it..
Awesome headphones.,5.0,Yet another awesome product from boat.... The sound quality is very nice.... Noise cancellation though is not fully achieved.... But if the music is on....Then no noise could be heard.... Bass quality is upto the mark.... Wireless connectivity is very nice.... The range is also pretty good.... Fits nicely in ur ears.... And doesn't fall down easily... So overall an awesome headphones.Cheers!
Battery life and sound at this rate ..boooom....,5.0,"After using one week, I felt amazing by using this headsetPros:*Light weight*Easy to switch two phones at a time*Sound quality @50% volume is awesome*Battery life is so much improved can last one week@50% volume (daily 5 hours )*Call quality is better and noise cancellation is also goodCons:There is nothing to say about cons but I like to mention few things which I felt could have improved.*After using long hours I can felt some pain in ears*Volume buttons and multifunction is too small to use."
Excellent Bluetooth earphone - boAt rockerz 255 pro plus,5.0,"Overall superb bluetooth earphone headset.Build quality -  Very good.Sound quality - Excellent.Bass range - Very good.Noise Cancellation - Good enough.Battery back up - Awesome / Excellent(Even after 2 - 3 hours played music player,  Youtube videos with 60% to 70% volume Battery percent is 100% shown not Even even dropped to 90%) which is really very nice and fabulous.Overall very good earphone Bluetooth headset for this price range.Overall rating for this headset - 4.8 / 5 rating.Thanks to Amazon for delivered this product on time. Thanks."
Worthy buying it,5.0,Although product was very good but the left side earphone start not working after some days and it's okk that some are defective product so i return the product but the return has cancelled itself by the delivery agency . The product was very nice boat has make a worthy and battery backup is huge but '''’ I THING ORDERING FROM AMAZON WILL NOT WORTHY '''' AS THEY ARE NOT RETURNING MY PRODUCT THOUGH IT IS DEFECTIVE I PURCHASED ALL MY PRODUCT FROM AMAZON BUT IT WILL BE GOOD ENOUGH IF YOU PURCHASED FROM THE BOAT WEBSITE AS THEIR RETURN POLICY IS AMAZING THEY PICK YOUR PRODUCT IN VERY LESS TIME IF IT IS FOUND DEFECTIVE AS MY FRIEND ALSO PURCHASED FROM THE BOAT WEBSITE BUT HE WANT THE other one so he return and purchased the bigger one.
"Awesome , I like it.",5.0,"Very very awesome gadget I have been purchased . I like it . It is a very good true wireless  Headset with Google assistance  or siri. You all should buy it. It price is very less during the Amazon sales . I like it very much . Thanks Amazon  for such wonderfully gift 🎁.  Thus its brand name , tag was awesome and clear sound is Been heard . You should all buy it if when necessary  (Without any problems)."
Wow! Super cool product. Go for it. 😎,5.0,"I brought this product for myself and I liked the product very much, especially the audio technology, magnetic lock. I never used the product like this before. Super cool sound quality, good bass quality & noise cancelation.Boat rockerz is rocking 🤘"
Really a good product(Above worth to purchase ),5.0,"These are of really good built quality(premium quality) except rubber holders and provides smooth sound quality and bass(condition is to use proper ear bud) , happy with the purchase as I used some other brand such as JBL,  skullcandy, house of Marley. It is standing with those brands .The bluetooth gets connected very easily, and its almost 1 year even I accidentally damaged one side even now they are working perfectlyhappy with the productPros:Good built qualityGood sound & bassEasy connectivityPerfectly fitsGood for our doorCons:I found it some what uneasy while in use (might be because of gripper I never used )*Note examples I gave for JBL and .... are for sound quality that I really consider at this point of price"
"Not upto the mark, DO NOT BUY",2.0,"Hi guys, i brought it for 1500/-+  with lot of trust for my OnePlus Nord but right now am totally disappointed for folowing reasons:Cons:1. I hear the opposition persons voice as a ROBOTIC Voice even after full charge and strong connectivity2. Bass is not upto the mark(definitley NOT for bass lovers like me)3. Disconnection issuesPros:1. Battery backup is good2. quality is good3. Give you nice information while ON/OFF and disconnects automatically when not in use !!(Hope every other wireless does it though)"
"Good Product, can recommend.",4.0,"Good Product, good audio response, not very tinny and shows stereo capability. Buds fit properly into ear, and the band retains the entire setup firmly on the neck, and does not fall off.Good budget buy, durability is fine, should not have issues for at least 2 yrs.Battery life is not excellent but good enough, maybe around 5hrs continuous usage."
Try this 1,3.0,"This is my third purchase for the same head set I was fully satisfied till I bought the realme Bluetooth headsetsThere are better headphones with better features available in the same price range orRs 300- Rs 400 extra , You get the realme Bluetooth headsets which is way better than Boat Rockers .Trust me it like upgrading from Maruti to BMW"
"""The best affordable wireless earphones""",5.0,I have been using this product for around 7 months and this Boar Rockerz 255 sports earphones are really very good. No technical glitch till now and it's quite comfortable to wear during workouts and exercises. The bass may be comparatively higher so I use equalizer and Dobly atmos present in my smartphone. There are different pairs of ear bud sizes that can fit every person's ears. The battery quality is also really awesome and runs upto 7-8 hours as per my usage. Some vocal sounds may be unidentified because of it's high bass.
Product OK OK,2.0,"After around 6 months of usage what I discovered was my device is a defective one.The issue is with the mic. The person on the other side gets echo and not a clear voice.However, I can vouch for the noise cancellation. It is quite same with all boat rockerz as my friend has also complained the same.Not good noise cancellation - it's actually a noise enhancer."
Battery life us very bad,1.0,"I bought these earphones 3 months ago , after 8 days of purchase one side of earphone broke and it stopped working, as it was in warranty,i registered a complaint and exchanged it ,  then the battery is always low it gets charged in 15-20 min however gets discharged also in 2 hours only so whenever u need to use need to charge it first. So if you are looking for bluetooth earphones my opinion don't go for it, its not worth investing 1000 bugs and still it feels like not having earphones 😅"
DONT WASTE UR MONEY BUYING THIS!,2.0,"There r sooo many reviews saying tht this is a good product,highly recommended,etc .But the reality is tht this is an 'AVERAGED QUALITY' product. There r many other companies tht provide much better quality than this. Mine earphones stopped functioning in less than 3 months of usage! And yes it has one year warranty and all but the CUSTOMER SERVICE IS HORRIBLE! It will take almost a month to replace the product(or more if u dont bug them by calling them everyday!!!). I didn't expect this BoAt & I'm very disappointed."
"Worst Warranty Service by boat (& surprisingly Redgear too, they both share the same service portal)",2.0,"BOAT Service Centre takes like forever to replace your defected product under warranty, They will pick up your product and will take a month to 'process your request', you will only be updated of the status until it goes to their service team, after that, you can just forget you ever had a boat earphones, it's actually better that way why waste your time attempting to contact them and constantly worry about the earphones that don't even last 4-5 months. Rather go for Sennheiser or some other trusted brands whose products actually last long and even if somehow the product fails the company will not abandon you with your defected product under warranty."
